text,author,date,stars,trail,source
"
 I just started riding and had a blast here. Technical fun for riders of all levels. Tons of trails. I had the most fun on the ""intermediate"" trails. I wasn't ready to ride the ""black diamond"" trails, but I'll get there. I can't wait to go back! ",,"January 17, 2012",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 This place is so underated and overlooked. I would place it above Santos and Alafia. If you have the skills and stamina Ridgeline is one of the best trails in the state.  ",IdahoLife,"December 22, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Thanks to swamp!!! Love this trail!! Excellent Mountain biking for all Levels. If you like  mountain biking in Florida you need to visit this park is one of the best!!! ",carlitosway,"December 5, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Loved it! My favorite trail so far! Went to see Alafia and Santos in Fl nonetheless this is my favorite! Well mantained and marked, very fun singletrack with ups and downs. Its not awfully technical but will keep you entretained with steep sections.  ",malva,"November 29, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Balm is the best there is around for epic all day rides. Alafia gets all the attention around here, but overall I feel Balm is a better system.  There is something for everyone whether you are just out for a leisurely tool around the woods, meadows, amd lakes, or are up for the challenge of Abyss and Ridgeline. You can easily make long loops out of the trails flowing from one to the next of 20 plus miles of bliss.  I have seen wildlife ranging from your usual Florida fauna of tortoises, armadillos, squirrels, gators, hawks, jays. . . To the more exotic sightings of a bobcat and a 2 point whitetail deer that ran along in front of me for a good 100 yards. Some have even claimed to have seen an endangered Florida   Panther!  SWAMP does a great job of maintaining this extensive system.  They always keep the trails clear of brush and blockages. If erosion or wild hog rooting tears up the single track, they are out to fix it and put preventive maintenance in place. And it always seems like the are looking for ways to make the trail system better. For instance, they just started to put in a new ""Back Rim"" trail that can be used if Swampthing or Ridgeline are closed, with some flowy fast downhill and bermed sections. Overall a great park to layout your epic ride. Only drawbacks are the remote nature of the park with the long ride in and out and it's easy to get lost if you aren't familiar with the layout.  But if you're in for an epic ride, these can become a plus.  Who wouldn't want to feel like you're dropped into a remote wilderness fat tire playground for 3+ hours every once in a while!* Review edited 11/26/2011* Review edited 11/26/2011 ",dcluley,"November 26, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 JoeTutt: You should'v come to the Fat Tire Festival last weekend!!!! You missed it. Ridgeline is like being on another PLANET!! 15 to 30 foot climbs and drop-ins.  (only bad part of trip was our friend broke his wrist - not paying enuff attn on Ridgeline 1st time on it!!!). N. & S. Abyss were also fun, not nearly as high as Ridgeline. Golf Cart was a fun run-out on the way out; Canyon was fast and short. The rest of the Blues were not that hard, a 'B-' rider can have a great day out there.  ",G8rbiker,"November 18, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 For me, Balm was a little disappointing!  Since I heard a lot of really great things about it, my expectations were high.  The trails were poorly marked, making it difficult to navigate, even with a map.  We spent a lot of time trying to figure out where the heck to go.  The black trails were fun, but not too exciting.  Up, down, up, down, it just seemed really redundant.  Ridgeline, the ""best"" trail out there, was closed.  According to a local we met out there it's closed most of the summer.  That was disappointing!  Overall, we had a great time out there, it just didn't meet the hype.       ",joetutt,"September 5, 2011",3.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Rode yesterday and the trails are in great shape...thanks so much to SWAMP club for building and maintaining such a great trail system. I love Alafia, but I challenge anyone to find a better flow than Lochness to Randys Trail to Pandemonium to Sidewinder to Swamp Thing to Ridgeline to South Abyss to North Abyss....15 miles of insane technical riding. One of the best trails in the US if you like flowy half pipe style drops and benders... ",Michael Paul,"June 12, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 rode here this weekend, Very fun trails. Heard a rumor at the trailhead that the county was going to plow it down. could this be true? It would be tragic ",scotkrzy,"June 7, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Great trail, Ridgeline is one of the best trail sections in FL, progressively bigger gulps to build some speed, flow, and get a work out. Third only to Alafia and Santos. Its amazing how many people I see at Alafia and how few at Boyette. The trail is worth its while and doesn't get enough love.* Review edited 5/24/2010 ",GoKite5,"May 2, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Hidden treasure!  For years I had heard how this trail wasn't worth the drive.  After reading reviews & being tired of the same trails & ventured off to find this one.  I will tell I was pleasantly surprised.  There is ""advanced / black"" trails here, by FL's standards, that will get the heart pumping.  I highly recommend this park.  I also, recommend carrying spare parts as if this was all day ride in the wilderness.  It's two miles in of flat, single track just to get to the trails.  This is not where you want to have a flat & have to hike the bike back to the car.  I find it to have the best, flowing ""downhill"" sections in the state.  Flowing is the key word!  Though it is up & down, if you know how to ride, the up is minor.  ""Ridgeline"" is the trail that is a must for the more experienced riders.  You will forget that you are in FL for about 10 minutes!  I was so impressed that I'm going to contribute money to the ""SWAMP"" club for a well put together park.   ",Allen_,"March 12, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 They just added some great trails to this park. Worth a visit. ",jbster13,"December 14, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Great Trail system. Got to ride it last month. It was tons of fun, lots of diverse trails, something for everyone. Well marked through out.  ",Jordan300,"October 15, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 8/18/09 Update...
Ridgeline is still closed...infact if coming from North abyss/ south abyss area they have all the trails closed off from the entrance inbetween north and south abyss.  ",spags25,"August 18, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 I like this trail system except for the 2 mile trek to get out to where the fun stuff is located.  Ridgeline was closed so we will missed seeing that part of the trail. However my first trip out not knowing where we were and the rain made a mess of the day.....but we treaded thru and found some interesting spots to come back to.  The trail system around the lakes and the prairie views were great to ride thru.  The North East, North West & Palmetto trails winded under the canopy of the trees with very little roots to grind over......felt as if we were lost since the map had fell apart from the rain, but finally we came out on the parameter road and found our way back 2 miles to the trailhead.....would like to see more trail map signs to help verify where you are on the trail.....I like ride at Alafia River & Loyce Harpe Park however I will have to try this trail again someday. ",JSurratt,"July 12, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Ridgeline is temporarily closed until it dries out a little. ",cujo,"May 29, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Great trail system. Signage issue the last reviewer talked about is due to the land managers restrictions on signs on the property. The new ""ridgeline"" trail is one of the best trails in the area.   ",darrinw2001,"May 29, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
"
 Conditions: HOT...Dry..Very breezy...It hasn't rained in a long time. I only say that to account for the sandy conditions. LOVE THIS PARK! Its a great mix of fast open single track with a complement of some challenging blacks. My hats off to SWAMP (Clearly not a member yet) and their crew for a great job maintaining and running these trails. There is such a neat mix of tight closed in tracks that feeds to wide open meadows and suddenly your looking at a huge lake. Awesome!
I would have given it a five but for the lack of signage.  Even the description on the SWAMP website says you will get lost but its not necessary. More signs would really help. I was on the map all day. If you use another SWAMP Maintained property as a gold standard for signage, Alafia, then Boyette falls way short in this department.
Other than that...if you don't ride this then shame on you..You don't know what you are missing. * Review edited 5/11/2009 ",Floridadan,"May 11, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/balm-boyette-scrub-preserve/
